,Type,Name,Location,Capacity,Inspections,Phone
2716,DAY CARE (FACILITY-BASED PROGRAM),SUNSHINE DAYCARE,"8 ROSSBURN CRESCENT SW  CALGARY, AB  T3C 2N5  ",35,view,  403-242-6603
2717,PRE-SCHOOL (FACILITY-BASED PROGRAM),SUNSHINE PARK PRESCHOOL,"#2, 2016 SHERWOOD DRIVE  SHERWOOD PARK, AB  T8A 5Z4  ",48,view,  780-660-2836
2718,DAY CARE (FACILITY-BASED PROGRAM),SUNSHINE PATCH DAYCARE,"111, 6002 29 AVENUE  BEAUMONT, AB  T4X 0H5  ",83,view,  780-929-2298
2719,DAY CARE (FACILITY-BASED PROGRAM),SUNVALLEY INFANT CARE,"4, 539 QUEENSLAND DRIVE SE  CALGARY, AB  T2J 4G4  ",24,view,  403-460-7000
2720,DAY CARE (FACILITY-BASED PROGRAM),SUNVALLEY KIDS MONTESSORI ACADIA,"430 ACADIA DRIVE SE  CALGARY, AB  T2J 0B2  ",64,view,  587-353-0575
2721,DAY CARE (FACILITY-BASED PROGRAM),SUNVALLEY KIDS MONTESSORI MISSION,"G100, 2210 - 2 STREET SW  CALGARY, AB  T2S 3C3  ",127,view,  403-454-0575
2722,DAY CARE (FACILITY-BASED PROGRAM),SUNVALLEY KIDS MONTESSORI QUEENSLAND,"402, 950 QUEENSLAND DRIVE SE  CALGARY, AB  T2J 6E7  ",44,view,  403-278-2266
2723,DAY CARE (FACILITY-BASED PROGRAM),SUPER STARS DAYCARE AND AFTER SCHOOL PROGRAMS LTD.,"12410 137 AVENUE  EDMONTON, AB  T5L 4C2  ",97,view,  780-680-6022
2724,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SUPER STARS DAYCARE AND AFTER SCHOOL PROGRAMS LTD.,"12410 137 AVENUE  EDMONTON, AB  T5L 4C2  ",97,view,  780-680-6022
2725,DAY CARE (FACILITY-BASED PROGRAM),SUPERHEROES DAYCARE,"9159 25 AVENUE  EDMONTON, AB  T6N 0A5  ",45,view,  780-490-5495
2726,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SUZUKI OUT OF SCHOOL CARE,"10720 54 STREET  SUZUKI CHARTER SCHOOL  EDMONTON, AB  T6A 2H9  ",60,view,  780-468-2598
2727,DAY CARE (FACILITY-BASED PROGRAM),SWEET TIME DAYCARE,"12706 68 STREET  EDMONTON, AB  T5C 0E4  ",39,view,  780-472-0658
2728,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SWEET TIME DAYCARE,"12706 68 STREET  EDMONTON, AB  T5C 0E4  ",39,view,  780-472-0658
2729,DAY CARE (FACILITY-BASED PROGRAM),T.L.C. PRESCHOOL (THE LEARNING CORNER),"206, 1 BOW RIDGE ROAD  COCHRANE, AB  T4C 2J1  ",24,view,  403-981-8521
2730,DAY CARE (FACILITY-BASED PROGRAM),TABER CHILD CARE CENTRE SOCIETY,"6008 - 55 STREET  TABER, AB  T1G 1K3  ",50,view,  403-223-3455
2731,DAY CARE (FACILITY-BASED PROGRAM),TALMUD TORAH EARLY CHILDHOOD DEVELOPMENT CENTRE,"6320 172 STREET  TALMUD TORAH SCHOOL  EDMONTON, AB  T5T 6H1  ",150,view,  780-483-0170
2732,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TALMUD TORAH EARLY CHILDHOOD DEVELOPMENT CENTRE,"6320 172 STREET  TALMUD TORAH SCHOOL  EDMONTON, AB  T5T 6H1  ",150,view,  780-483-0170
2733,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TAMARACK COMMON DAYCARE,"2604 12 STREET NW  EDMONTON, AB  T6T 0V9  ",25,view,  780-709-6738
2734,DAY CARE (FACILITY-BASED PROGRAM),TAMARACK COMMON DAYCARE,"2604 12 STREET NW  EDMONTON, AB  T6T 0V9  ",25,view,  780-709-6738
2735,DAY CARE (FACILITY-BASED PROGRAM),TAMARACK DAYCARE & OSC,"2381 MAPLE ROAD  EDMONTON, AB  T6T 0Y3  ",76,view,  780-394-4686
2736,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TAMARACK DAYCARE & OSC,"2381 MAPLE ROAD  EDMONTON, AB  T6T 0Y3  ",76,view,  780-394-4686
2737,DAY CARE (FACILITY-BASED PROGRAM),TARA'S DAYCARE,"13227 132 STREET  EDMONTON, AB  T5L 1R9  ",51,view,  780-455-0343
2738,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TARA'S DAYCARE,"13227 132 STREET  EDMONTON, AB  T5L 1R9  ",51,view,  780-455-0343
2739,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TARADALE STUDENT CARE,"170 TARAVISTA DRIVE NE  CALGARY, AB  T3J 5B1  ",40,view,  403-401-2994
2740,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TAWA MONTESSORI DAYCARE AND OUT OF SCHOOL CARE,"100 3017 66 STREET  EDMONTON, AB  T6K 4B2  ",66,view,  780-450-4704
2741,DAY CARE (FACILITY-BASED PROGRAM),TAWA MONTESSORI DAYCARE AND OUT OF SCHOOL CARE,"100 3017 66 STREET  EDMONTON, AB  T6K 4B2  ",66,view,  780-450-4704
2742,PRE-SCHOOL (FACILITY-BASED PROGRAM),TCS GREAT BEGINNINGS,"21410 HWY 18  THORHILD, AB  T0A 3J0  ",27,view,  780-398-3610
2743,DAY CARE (FACILITY-BASED PROGRAM),TEACHABLE MOMENTS EARLY CHILDHOOD CENTER,"10044 158 STREET  EDMONTON, AB  T5P 2X7  ",77,view,  780-705-4333
2744,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TEACHABLE MOMENTS EARLY CHILDHOOD CENTER,"10044 158 STREET  EDMONTON, AB  T5P 2X7  ",77,view,  780-705-4333
2745,DAY CARE (FACILITY-BASED PROGRAM),TEDDY BEAR DAYCARE CENTRE,"3305 - 40 STREET SW  CALGARY, AB  T3E 3K1  ",52,view,  403-246-8205
2746,DAY CARE (FACILITY-BASED PROGRAM),TEMPLE CHILD'S WAY,"6823 - 43 AVENUE NE  CALGARY, AB  T1Y 5N9  ",118,view,  403-293-9293
2747,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TEMPLE CHILD'S WAY,"6823 - 43 AVENUE NE  CALGARY, AB  T1Y 5N9  ",118,view,  403-293-9293
2748,DAY CARE (FACILITY-BASED PROGRAM),TENDER HEART CHILD CARE CENTRE LTD.,"3319 118 AVENUE  EDMONTON, AB  T5W 4X1  ",68,view,  780-479-4351
2749,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TENDER HEART CHILD CARE CENTRE LTD.,"3319 118 AVENUE  EDMONTON, AB  T5W 4X1  ",68,view,  780-479-4351
2750,DAY CARE (FACILITY-BASED PROGRAM),TENDER TOUCH DAYCARE,"11735 83 STREET  EDMONTON, AB  T5B 2Z1  ",28,view,  587-937-3295
2751,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TENDER TOUCH DAYCARE,"11735 83 STREET  EDMONTON, AB  T5B 2Z1  ",28,view,  587-937-3295
2752,DAY CARE (FACILITY-BASED PROGRAM),TERRA CHILD AND FAMILY SUPPORT CENTRE,"9359 67A STREET  BRAEMAR SCHOOL  EDMONTON, AB  T6B 1R7  ",77,view,  780-468-3218
2753,PRE-SCHOOL (FACILITY-BASED PROGRAM),TERWILLEGAR COMMUNITY PRESCHOOL,"1751 TOWNE CENTRE BLVD  EDMONTON, AB  T6R 3N9  ",46,view,  780-430-8389
2754,DAY CARE (FACILITY-BASED PROGRAM),THE B HIVE DAYCARE LTD.,"5029 56A STREET  LACOMBE, AB  T4L 1K8  ",30,view,  825-989-4483
2755,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE BLOSSOMS DAYCARE PROGRAM,"UNIT 102, 112 - 28 STREET SE  CALGARY, AB  T2A 6J9  ",59,view,  403-835-3264
2756,DAY CARE (FACILITY-BASED PROGRAM),THE BLOSSOMS DAYCARE PROGRAM,"UNIT 102, 112 - 28 STREET SE  CALGARY, AB  T2A 6J9  ",59,view,  403-835-3264
2757,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE BLOSSOMS DAYCARE PROGRAM,"UNIT 102, 112 - 28 STREET SE  CALGARY, AB  T2A 6J9  ",59,view,  403-835-3264
2758,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),"THE BLOSSOMS DAYCARE, PRESCHOOL, OUT OF SCHOOL PROG (TEMPLE LOCATION)","4427 - 58 STREET NE  CALGARY, AB  T1Y 4G3  ",93,view,  403-827-6265
2759,DAY CARE (FACILITY-BASED PROGRAM),"THE BLOSSOMS DAYCARE, PRESCHOOL, OUT OF SCHOOL PROG (TEMPLE LOCATION)","4427 - 58 STREET NE  CALGARY, AB  T1Y 4G3  ",93,view,  403-827-6265
2760,PRE-SCHOOL (FACILITY-BASED PROGRAM),"THE BLOSSOMS DAYCARE, PRESCHOOL, OUT OF SCHOOL PROG (TEMPLE LOCATION)","4427 - 58 STREET NE  CALGARY, AB  T1Y 4G3  ",93,view,  403-827-6265
2761,DAY CARE (FACILITY-BASED PROGRAM),THE CALGARY JEWISH ACADEMY,"6700 KOOTENAY ST SW  CALGARY, AB  T2V 1P7  ",100,view,  403-253-3992
2762,DAY CARE (FACILITY-BASED PROGRAM),THE CHAMPIONS ACADEMY,"6814 104 STREET  EDMONTON, AB  T6H 2L6  ",112,view,  587-454-5505
2763,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHAMPIONS ACADEMY,"6814 104 STREET  EDMONTON, AB  T6H 2L6  ",112,view,  587-454-5505
2764,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHILD CLUB DAYCARE,"114 GENESIS DRIVE  STONY PLAIN, AB  T7Z 0K4  ",96,view,  780-591-3344
2765,DAY CARE (FACILITY-BASED PROGRAM),THE CHILD CLUB DAYCARE,"114 GENESIS DRIVE  STONY PLAIN, AB  T7Z 0K4  ",96,view,  780-591-3344
2766,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE,"254 GREGOIRE DRIVE, BAY C  FORT MCMURRAY, AB  T9H 4K6  ",28,view,  780-743-3309
2767,DAY CARE (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE DAYCARE & OUT OF SCHOOL CARE,"3413 - 19 AVENUE SE  CALGARY, AB  T2B 0A6  ",60,view,  403-248-4830
2768,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE CHILDREN'S CENTRE DAYCARE & OUT OF SCHOOL CARE,"3413 - 19 AVENUE SE  CALGARY, AB  T2B 0A6  ",60,view,  403-248-4830
2769,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE DAYCARE PITTSTOP INC.,"170-10 STONEWATER BAY  SYLVAN LAKE, AB  T4S 0S5  ",79,view,  403-550-3091
2770,DAY CARE (FACILITY-BASED PROGRAM),THE DAYCARE PITTSTOP INC.,"170-10 STONEWATER BAY  SYLVAN LAKE, AB  T4S 0S5  ",79,view,  403-550-3091
2771,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE DEVON PRESCHOOL EXPERIENCE PROGRAM PARENTS ASSOCIATION,"5 JASPER COURT  DEVON, AB  T9G 1H3  ",20,view,  780-987-3711
2772,DAY CARE (FACILITY-BASED PROGRAM),THE FORT MCMURRAY BOYS AND GIRLS CLUB,"20 REIDEL STREET  FORT MCMURRAY, AB  T9H 3E1  ",102,view,  780-791-7775
2773,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE FORT MCMURRAY BOYS AND GIRLS CLUB,"20 REIDEL STREET  FORT MCMURRAY, AB  T9H 3E1  ",102,view,  780-791-7775
2774,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE GLENCOE CLUB OUT OF SCHOOL CARE PROGRAM,"636 - 29 AVENUE SW  CALGARY, AB  T2S 0P1  ",40,view,  403-287-4192
2775,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE GLENCOE CLUB OUT OF SCHOOL CARE PROGRAM,"636 - 29 AVENUE SW  CALGARY, AB  T2S 0P1  ",40,view,  403-287-4192
2776,DAY CARE (FACILITY-BASED PROGRAM),THE HAPPY PLACE PRESCHOOL,"106, 44 RIVERSIDE GATE  OKOTOKS, AB  T1S 1M3  ",25,view,  403-479-5392
2777,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE HAPPY PLACE PRESCHOOL,"106, 44 RIVERSIDE GATE  OKOTOKS, AB  T1S 1M3  ",25,view,  403-479-5392
2778,DAY CARE (FACILITY-BASED PROGRAM),THE HEARTLAND AGENCY,"308, 1919 SIROCCO DRIVE SW  CALGARY, AB  T3H 2Y3  ",96,view,  403-686-1349
2779,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE HEARTLAND AGENCY,"308, 1919 SIROCCO DRIVE SW  CALGARY, AB  T3H 2Y3  ",96,view,  403-686-1349
2780,DAY CARE (FACILITY-BASED PROGRAM),THE IMAGINATION TREE CHILDCARE CENTRE,"100, 6712 FISHER STREET SE  CALGARY, AB  T2H 2A7  ",61,view,  587-483-7084
2781,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE IMAGINATION TREE CHILDCARE CENTRE,"100, 6712 FISHER STREET SE  CALGARY, AB  T2H 2A7  ",61,view,  587-483-7084
2782,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LANDING PAD PROGRAM,"5115 51 STREET  GIBBONS, AB  T0A 1N0  ",50,view,  780-777-7829
2783,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING PLACE,"220, 101 RANCHEHOUSE ROAD  COCHRANE, AB  T4C 2K8  ",24,view,  403-668-0484
2784,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING SAFARI PRESCHOOL,"BSMT 2 PRIMROSE BLVD  SHERWOOD PARK, AB  T8H 1G2  ",20,view,  780-619-3970
2785,DAY CARE (FACILITY-BASED PROGRAM),THE LEARNING SEED DAYCARE PROGRAM,"13620 93 STREET  EDMONTON, AB  T5E 4E3  ",126,view,  780-758-7778
2786,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LEARNING SEED DAYCARE PROGRAM,"13620 93 STREET  EDMONTON, AB  T5E 4E3  ",126,view,  780-758-7778
2787,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"11 SACKVILLE DRIVE SW  CALGARY, AB  T2W 0W3  ",26,view,  403-479-4952
2788,DAY CARE (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"11 SACKVILLE DRIVE SW  CALGARY, AB  T2W 0W3  ",26,view,  403-479-4952
2789,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LEARNING TREE PRE-SCHOOL INC.,"11 SACKVILLE DRIVE SW  CALGARY, AB  T2W 0W3  ",26,view,  403-479-4952
2790,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE LITTLE SCHOOLHOUSE,"23B WHITE AVENUE  BRAGG CREEK, AB  T0L 0K0  ",21,view,  403-949-3939
2791,DAY CARE (FACILITY-BASED PROGRAM),THE MAD HOUSE,"5459, LAC ST ANNE TRAIL  ONOWAY, AB  T0E 1V0  ",36,view,  780-886-4851
2792,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MAD HOUSE,"5459, LAC ST ANNE TRAIL  ONOWAY, AB  T0E 1V0  ",36,view,  780-886-4851
2793,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MANGROVE TREE PRESCHOOL,"4013 STANLEY ROAD SW  CALGARY, AB  T2S 2P5  ",32,view,  403-650-1594
2794,DAY CARE (FACILITY-BASED PROGRAM),THE MANGROVE TREE PRESCHOOL,"4013 STANLEY ROAD SW  CALGARY, AB  T2S 2P5  ",32,view,  403-650-1594
2795,DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE - CHAPPELLE,"14139 28 AVE SW  EDMONTON, AB  T6W 0C3  ",84,view,  587-635-3235
2796,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE - CHAPPELLE,"14139 28 AVE SW  EDMONTON, AB  T6W 0C3  ",84,view,  587-635-3235
2797,DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE CENTRE-WESTPARK,"UNIT 113, 27 WESTPARK BLVD  FORT SASKATCHEWAN, AB  T8L 4N2  ",49,view,  780-299-2320
2798,DAY CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE-SOUTHFORT,"112, 9832 SOUTHFORT DRIVE  FORT SASKATCHEWAN, AB  T8L 0C5  ",90,view,  780-299-2320
2799,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MASTERMINDS CHILDCARE-SOUTHFORT,"112, 9832 SOUTHFORT DRIVE  FORT SASKATCHEWAN, AB  T8L 0C5  ",90,view,  780-299-2320
2800,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MEADOWS EARLY LEARNING AND CHILD CARE,"3828 17 STREET  EDMONTON, AB  T6T 0C2  ",110,view,  780-244-4471
2801,DAY CARE (FACILITY-BASED PROGRAM),THE MEADOWS EARLY LEARNING AND CHILD CARE,"3828 17 STREET  EDMONTON, AB  T6T 0C2  ",110,view,  780-244-4471
2802,DAY CARE (FACILITY-BASED PROGRAM),THE MONTESSORI CHILD DEVELOPMENT CENTRE DAYCARE,"10616 34 STREET  EDMONTON, AB  T5W 1Y2  ",40,view,  780-807-0848
2803,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE MONTESSORI CHILD DEVELOPMENT CENTRE DAYCARE,"10616 34 STREET  EDMONTON, AB  T5W 1Y2  ",40,view,  780-807-0848
2804,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"5017 50 AVENUE  EDGERTON, AB  T0B 1K0  ",27,view,  587-568-2679
2805,DAY CARE (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"5017 50 AVENUE  EDGERTON, AB  T0B 1K0  ",27,view,  587-568-2679
2806,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE NEST DAYCARE,"5017 50 AVENUE  EDGERTON, AB  T0B 1K0  ",27,view,  587-568-2679
2807,DAY CARE (FACILITY-BASED PROGRAM),THE NURTURE TREE,"4607 - 44 AVENUE  ROCKY MOUNTAIN HOUSE, AB  T4T 1C7  ",54,view,  403-844-2829
2808,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE OAKRIDGE COMMUNITY ASSOCIATION BEFORE & AFTER SCHOOL CARE PROGRAM,"9504 OAKFIELD DRIVE SW  CALGARY, AB  T2V 0L1  ",70,view,  403-238-9322
2809,DAY CARE (FACILITY-BASED PROGRAM),THE PLAY HOUSE,"200 LAKELAND MALL 4420 RAILWAY AVE  VERMILION, AB  T9X 1G1  ",20,view,  780-787-9118
2810,DAY CARE (FACILITY-BASED PROGRAM),THE PUMPKIN PATCH,"5019 50 STREET  SMOKY LAKE, AB  T0A 3C0  ",53,view,  780-521-8634
2811,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE PUMPKIN PATCH,"5019 50 STREET  SMOKY LAKE, AB  T0A 3C0  ",53,view,  780-521-8634
2812,DAY CARE (FACILITY-BASED PROGRAM),THE SUNSHINE FACTORY (DAY CARE) LTD.,"17115/17119 64 AVENUE  EDMONTON, AB  T5T 2K3  ",96,view,  780-487-6373
2813,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE SUNSHINE FACTORY (DAY CARE) LTD.,"17115/17119 64 AVENUE  EDMONTON, AB  T5T 2K3  ",96,view,  780-487-6373
2814,PRE-SCHOOL (FACILITY-BASED PROGRAM),THE THINK SUN PRE-SCHOOL ACADEMY,"10, 5555 STRATHCONA HILL SW  CALGARY, AB  T3H 1S2  ",36,view,  403-240-4466
2815,DAY CARE (FACILITY-BASED PROGRAM),THE TOWER DAYCARE & OSC,"4925 WINDSOR AVE  CORONATION, AB  T0C 1C0  ",33,view,  403-575-9364
2816,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TOWER DAYCARE & OSC,"4925 WINDSOR AVE  CORONATION, AB  T0C 1C0  ",33,view,  403-575-9364
2817,DAY CARE (FACILITY-BASED PROGRAM),THE TREASURE SEEDS DAYCARE,"5 REDSTONE HEIGHTS NE  CALGARY, AB  T3N 0T6  ",10,view,  403-918-0607
2818,DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE,"637, 10470 98 AVE  FORT SASKATCHEWAN, AB  T8L 0V6  ",69,view,  780-914-7517
2819,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OLA,"9622 SHERRIDON DRIVE  OUR LADY OF ANGEL SCHOOL  FORT SASKATCHEWAN, AB  T8L 1W7  ",45,view,  780-912-1167
2820,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OSC,"513, 10470 98 AVENUE  FORT SASKATCHEWAN, AB  T8L 0V6  ",30,view,  780-912-1167
2821,DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE OSC,"513, 10470 98 AVENUE  FORT SASKATCHEWAN, AB  T8L 0V6  ",30,view,  780-912-1167
2822,DAY CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE ST. JOHN OSC,"9526 89 STREET  ST. JOHN SCHOOL  FORT SASKATCHEWAN, AB  T8L 2X7  ",45,view,  780-912-1167
2823,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE TREEHOUSE ST. JOHN OSC,"9526 89 STREET  ST. JOHN SCHOOL  FORT SASKATCHEWAN, AB  T8L 2X7  ",45,view,  780-912-1167
2824,DAY CARE (FACILITY-BASED PROGRAM),THE WHEATON-PENNEY CHILDCARE CENTRE,"160 DICKINS DRIVE  FORT MCMURRAY, AB  T9K 1R4  ",60,view,  780-791-3366
2825,DAY CARE (FACILITY-BASED PROGRAM),THE WILLOWTREE CHILDREN'S CENTER,"#9 MCKENZIE AVENUE  HUGHENDEN, AB  T0B 2E0  ",102,view,  780-856-3839
2826,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE WILLOWTREE CHILDREN'S CENTER,"#9 MCKENZIE AVENUE  HUGHENDEN, AB  T0B 2E0  ",102,view,  780-856-3839
2827,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THE WIZKID'S AFTER SCHOOL PROGRAM,"323 1 STREET E  BROOKS, AB  T1R 1B7  ",30,view,  403-409-3595
2828,PRE-SCHOOL (FACILITY-BASED PROGRAM),THICKWOOD HEIGHTS PRESCHOOL,"110 EYMUNDSON ROAD  FORT MCMURRAY, AB  T9H 5A5  ",24,view,  780-791-7979
2829,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - DOVER CENTRE,"3141 - 34 AVENUE SE  CALGARY, AB  T2B 2M6  ",100,view,  403-248-9648
2830,DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - DOVER CENTRE,"3141 - 34 AVENUE SE  CALGARY, AB  T2B 2M6  ",100,view,  403-248-9648
2831,DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - LUMINO CENTRE,"200, 5717 - 2 STREET SW  CALGARY, AB  T2H 0A1  ",84,view,  403-273-2099
2832,DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE - VIK ACADEMY,"200 SANDSTONE DRIVE  OKOTOKS, AB  T1S 1R1  ",83,view,  587-364-2990
2833,DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILD CARE-BOWNESS MONTGOMERY CENTER,"4615 - 85 STREET NW  CALGARY, AB  T3B 2R8  ",109,view,  403-286-3966
2834,DAY CARE (FACILITY-BASED PROGRAM),THORNHILL CHILDCARE CENTRE,"6617 CENTRE STREET N  CALGARY, AB  T2K 4Y5  ",85,view,  403-274-2335
2835,PRE-SCHOOL (FACILITY-BASED PROGRAM),THORSBY TINY TOTS PLAYSCHOOL,"4901 48 AVENUE  THORSBY, AB  T0C 2P0  ",24,view,  780-719-5110
2836,DAY CARE (FACILITY-BASED PROGRAM),THREE HILLS CHILD CARE CENTRE,"701 2ND STREET, SOUTH EAST  THREE HILLS, AB  T0M 2A0  ",34,view,  403-443-3740
2837,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THREE HILLS CHILD CARE CENTRE,"701 2ND STREET, SOUTH EAST  THREE HILLS, AB  T0M 2A0  ",34,view,  403-443-3740
2838,PRE-SCHOOL (FACILITY-BASED PROGRAM),THREE HILLS PLAYSCHOOL ASSOCIATION,"400-6TH AVE SOUTH  THREE HILLS, AB  T0M 2A0  ",24,view,  403-443-2704
2839,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THREE HILLS SCHOOL AGE PROGRAM,"400 - 6TH AVE SOUTH  OR 701 2ND ST. SE  THREE HILLS, AB  T0M 2A0  ",21,view,  403-443-3740
2840,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),THRIVEOLOGY ELEVATED DAYCARE,"UNIT #470, 140 ST. ALBERT TRAIL  ST. ALBERT, AB  T8N 7C8  ",59,view,  780-952-5867
2841,DAY CARE (FACILITY-BASED PROGRAM),THRIVEOLOGY ELEVATED DAYCARE,"UNIT #470, 140 ST. ALBERT TRAIL  ST. ALBERT, AB  T8N 7C8  ",59,view,  780-952-5867
2842,PRE-SCHOOL (FACILITY-BASED PROGRAM),TILLEY TIGER CUBS PRESCHOOL,"148 - 1ST STREET EAST  TILLEY, AB  T0J 3K0  ",18,view,  403-377-2633
2843,DAY CARE (FACILITY-BASED PROGRAM),TINKERBOX CHILD DEVELOPMENT CENTRE,"1624 - 17 AVENUE SW  CALGARY, AB  T2T 0E4  ",34,view,  403-244-4540
2844,DAY CARE (FACILITY-BASED PROGRAM),TINY HEART DAYCARE & OSC,"12950/52 82 STREET  EDMONTON, AB  T5E 2T2  ",76,view,  780-478-0347
2845,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HEART DAYCARE & OSC,"12950/52 82 STREET  EDMONTON, AB  T5E 2T2  ",76,view,  780-478-0347
2846,DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS EARLY LEARNING CENTRE RIVER VALLEY,"SUITE 104, 9707 110 STREET NW  EDMONTON, AB  T5K 2L9  ",84,view,  587-590-5683
2847,DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS GATEWAY,"200, 5962 GATEWAY BOULEVARD  EDMONTON, AB  T6H 2H6  ",72,view,  780-721-7801
2848,DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS ST. ALBERT SOUTH DAYCARE,"101 RIEL DRIVE  ST. ALBERT, AB  T8N 3X4  ",80,view,  780-470-3311
2849,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HOPPERS ST. ALBERT SOUTH DAYCARE,"101 RIEL DRIVE  ST. ALBERT, AB  T8N 3X4  ",80,view,  780-470-3311
2850,DAY CARE (FACILITY-BASED PROGRAM),TINY HOPPERS SUMMERSIDE,"2359 90B STREET SW  EDMONTON, AB  T6X 1V8  ",96,view,  780-469-0438
2851,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY HOPPERS SUMMERSIDE,"2359 90B STREET SW  EDMONTON, AB  T6X 1V8  ",96,view,  780-469-0438
2852,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),TINY TOES CASTLE,"5 - 255 DAVISON DRIVE  RED DEER, AB  T4R 2H2  ",63,view,  403-986-3817
2853,DAY CARE (FACILITY-BASED PROGRAM),TINY TOES CASTLE,"5 - 255 DAVISON DRIVE  RED DEER, AB  T4R 2H2  ",63,view,  403-986-3817
