Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),SEEDLINGS SPANISH PRESCHOOL - SCARBORO,"134 SCARBORO AVENUE SW  CALGARY, AB  T3C 2H1",24,403-210-0604
DAY CARE (FACILITY-BASED PROGRAM),SEEDLINGS SPANISH PRESCHOOL - SILVER SPRINGS,"5720 SILVER RIDGE DRIVE NW  CALGARY, AB  T3B 5E5",17,403-210-0604
DAY CARE (FACILITY-BASED PROGRAM),SEEDLINGS SPANISH PRESCHOOL - STRATHCONA,"277 STRATHCONA DRIVE SW  CALGARY, AB  T3H 2A4",24,403-210-0604
DAY CARE (FACILITY-BASED PROGRAM),SEEDS & SPROUTS CHILDCARE,"103, 2003 91 STREET SW  EDMONTON, AB  T6X 0W8",44,780-757-7333
DAY CARE (FACILITY-BASED PROGRAM),SEEDS & SPROUTS EARLY LEARNING AND CHILDCARE CENTRE,"6302/6304 29TH AVENUE  BEAUMONT, AB  T4X 0H5",158,780-737-5510
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS & SPROUTS EARLY LEARNING AND CHILDCARE CENTRE,"6302/6304 29TH AVENUE  BEAUMONT, AB  T4X 0H5",158,780-737-5510
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS & SPROUTS OUT OF SCHOOL CARE,"101 2003 91 STREET SW  EDMONTON, AB  T6X 0W8",55,587-521-9003
DAY CARE (FACILITY-BASED PROGRAM),SEEDS & SPROUTS OUT OF SCHOOL CARE,"101 2003 91 STREET SW  EDMONTON, AB  T6X 0W8",55,587-521-9003
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,"211 EVERGREEN DRIVE SW  CALGARY, AB  T2Y 0E8",120,403-702-0307
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,"4255 - 40 STREET NW  CALGARY, AB  T3A 0H7",105,587-664-2711
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,"1216 - 36 AVENUE SW  CALGARY, AB  T2T 2E9",101,403-702-0307
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,"7 AUBURN BAY AVENUE SE  CALGARY, AB  T3M 0K6",60,403-702-0307
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS OF S.P.I.C.E. EARLY LEARNING CENTRE INC.,"4506 - 16 STREET SW  CALGARY, AB  T2T 4H9",60,403-702-0307
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEEDS TO SPROUTS CHILD CARE,"21410 HIGHWAY 18  BOX 127  THORHILD, AB  T0A 3J0",43,780-667-0353
DAY CARE (FACILITY-BASED PROGRAM),SEEDS TO SPROUTS CHILD CARE,"21410 HIGHWAY 18  BOX 127  THORHILD, AB  T0A 3J0",43,780-667-0353
DAY CARE (FACILITY-BASED PROGRAM),SERENDIPITY CHILD CARE LTD.,"#50-545 WT HILL BLVD S  LETHBRIDGE, AB  T1J 1Y6",75,403-942-1919
PRE-SCHOOL (FACILITY-BASED PROGRAM),SERENDIPITY PRE-KINDERGARTEN ASSOCIATION,"106 ELMA STREET  OKOTOKS, AB  T1S 1J9",20,403-938-2811
DAY CARE (FACILITY-BASED PROGRAM),SERENITY PLACE DAYCARE,"9902, 92 AVENUE  GRANDE PRAIRIE, AB  T0H 1M0",11,780-538-1332
DAY CARE (FACILITY-BASED PROGRAM),SETON YMCA CHILD DEVELOPMENT CENTRE,"4995 MARKET STREET SE  CALGARY, AB  T3M 2P9",62,403-351-5262
DAY CARE (FACILITY-BASED PROGRAM),SEVEN STONES DAYCARE,"10538 111 STREET  EDMONTON, AB  T5H 0M8",54,780-977-7294
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEVEN STONES DAYCARE,"10538 111 STREET  EDMONTON, AB  T5H 0M8",54,780-977-7294
DAY CARE (FACILITY-BASED PROGRAM),SEXSMITH CHILD DEVELOPMENT CENTRE,"9802-93 STREET  SEXSMITH, AB  T0H 3C0",114,780-537-3003
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SEXSMITH CHILD DEVELOPMENT CENTRE,"9802-93 STREET  SEXSMITH, AB  T0H 3C0",114,780-537-3003
PRE-SCHOOL (FACILITY-BASED PROGRAM),SEXSMITH PLAYSCHOOL,"9802 103 STREET  SEXSMITH, AB  T0H 3C0",24,780-568-2655
DAY CARE (FACILITY-BASED PROGRAM),SHANE HOMES YMCA AT ROCKY RIDGE CHILD DEVELOPMENT CENTRE,"11300 ROCKY RIDGE ROAD NW  CALGARY, AB  T3G 5W6",58,403-351-6744
PRE-SCHOOL (FACILITY-BASED PROGRAM),SHAREBEAR PLAYSCHOOL,"4720 52 STREET  STETTLER, AB  T0C 2L1",60,403-740-2400
DAY CARE (FACILITY-BASED PROGRAM),SHAWNESSY DAYCARE,"184 SHAWNESSY DRIVE SW  CALGARY, AB  T2Y 1B5",50,403-256-0838
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHAWNESSY DAYCARE,"184 SHAWNESSY DRIVE SW  CALGARY, AB  T2Y 1B5",50,403-256-0838
DAY CARE (FACILITY-BASED PROGRAM),SHAWNESSY YMCA CHILD DEVELOPMENT CENTRE,"400, 333 SHAWVILLE BLVD SE  CALGARY, AB  T2Y 4H3",48,403-254-3211
PRE-SCHOOL (FACILITY-BASED PROGRAM),SHELDON COATES JUNIOR KINDERGARTEN,"11080 SWANN DRIVE  GRANDE CACHE, AB  T0E 0Y0",27,780-827-4343
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHERWOOD PARK KIDS & COMPANY DAYCARE,"3/20 2016 SHERWOOD DRIVE  SHERWOOD PARK, AB  T8A 3X3",157,780-464-1440
DAY CARE (FACILITY-BASED PROGRAM),SHERWOOD PARK KIDS & COMPANY DAYCARE,"3/20 2016 SHERWOOD DRIVE  SHERWOOD PARK, AB  T8A 3X3",157,780-464-1440
DAY CARE (FACILITY-BASED PROGRAM),SHINING STARS DAYCARE AND OSC,"6-4800 HWY 2A  PONOKA, AB  T4J 1K2",85,403-783-1877
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHINING STARS DAYCARE AND OSC,"6-4800 HWY 2A  PONOKA, AB  T4J 1K2",85,403-783-1877
DAY CARE (FACILITY-BASED PROGRAM),SHINING START DAYCARE INC.,"7814 83 STREET NW  AL MUSTAFA ACADEMY  EDMONTON, AB  T6C 2Y8",40,587-454-0260
DAY CARE (FACILITY-BASED PROGRAM),SHINING START NORTH DAYCARE,"11515 71 STREET  EDMONTON, AB  T5B 1W1",48,780-430-6663
DAY CARE (FACILITY-BASED PROGRAM),SHINING WONDERS MONTESSORI PRESCHOOL & CHILD CARE,"7 TUSCARORA CRESCENT NW  CALGARY, AB  T3L 2E9",30,403-208-2113
DAY CARE (FACILITY-BASED PROGRAM),SHIVA DAY CARE,"119/121/123 MILLBOURNE ROAD EAST  EDMONTON, AB  T6K 1P6",52,780-463-8755
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHIVA DAY CARE,"119/121/123 MILLBOURNE ROAD EAST  EDMONTON, AB  T6K 1P6",52,780-463-8755
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHOOTING STARS DAYCARE,"215 10 AVE  CARSTAIRS, AB  T0M 0N0",40,403-615-1816
DAY CARE (FACILITY-BASED PROGRAM),SHOOTING STARS DAYCARE,"215 10 AVE  CARSTAIRS, AB  T0M 0N0",40,403-615-1816
DAY CARE (FACILITY-BASED PROGRAM),SHOWER WITH LOVE DAYCARE,"12115/12119 54 STREET  EDMONTON, AB  T5W 3N4",70,780-477-5805
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SHOWER WITH LOVE DAYCARE,"12115/12119 54 STREET  EDMONTON, AB  T5W 3N4",70,780-477-5805
DAY CARE (FACILITY-BASED PROGRAM),SIGIS (LAROSE) CHILD CARE CENTRE,"BAY 1, 3 & 4, 115 LAROSE DRIVE  ST. ALBERT, AB  T8N 2X7",114,780-459-1803
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE (FATHER JAN),"15 MISSION AVE  ECOLE FATHER JAN SCHOOL  ST. ALBERT, AB  T8N 1H6",36,780-460-1601
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE (OUTREACH),"50 SIR WINSTON CHURCHILL AVENUE  OUTREACH HIGH SCHOOL  ST. ALBERT, AB  T8N 0G4",40,780-459-3621
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (ALBERT LACOMBE),"50 GAINSBOROUGH AVE  ALBERT LACOMBE SCHOOL  ST. ALBERT, AB  T8N 0W5",50,780-458-9340
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (BERTHA KENNEDY),"175 LAROSE DRIVE  BERTHA KENNEDY SCHOOL  ST. ALBERT, AB  T8N 2G7",50,780-459-1863
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (GISH),"75 AKINS DRIVE  ELMER S. GISH SCHOOL  ST. ALBERT, AB  T8N 3A5",50,780-221-7197
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (HOLY FAMILY),"39 SUNSET BLVD  ST. ALBERT, AB  T8N 0N6",27,780-458-0776
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (JJ NEARING),"196 DEER RIDGE DRIVE  J.J. NEARING SCHOOL  ST. ALBERT, AB  T8N 6T6",75,587-873-9502
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (JOE DEMKO),"200 JENSEN LAKES BLVD.  ST. ALBERT, AB  T8N 7V3",36,780-720-8440
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (LEO NICKERSON),"10 SYCAMORE AVENUE  LEO NICKERSON SCHOOL  ST. ALBERT, AB  T8N 0K3",56,780-419-7466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (LOIS HOLE),"120 EVERITT DRIVE  LOIS E. HOLE ELEMENTARY SCHOOL  ST. ALBERT, AB  T8N 7R6",75,780-288-2483
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (MARIE POBURAN),"100 SIR WINSTON CHURCHILL AVE  ECOLE MARIE POBURAN  ST. ALBERT, AB  T8N 5Y2",60,780-554-3372
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (MURIEL MARTIN),"110 DEER RIDGE DR  MURIEL MARTIN SCHOOL  ST. ALBERT, AB  T8N 5Z3",115,780-691-3408
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (NEIL M ROSS),"60 WOODLANDS ROAD  NEIL M ROSS SCHOOL  ST. ALBERT, AB  T8N 3X3",53,780-405-2432
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (RUNDLE),"50A GROSVENOR BLVD  ROBERT RUNDLE ELEMENTARY SCHOOL  ST. ALBERT, AB  T8N 0X6",45,780-459-3635
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (SIR ALEXANDER MACKENZIE),"61 SIR WINSTON CHURCHILL AVE  SIR ALEXANDER MACKENZIE SCHOOL  ST. ALBERT, AB  T8N 0G5",40,780-459-1333
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (SISTER ALPHONSE),"1 JOYAL WAY  ST. ALBERT, AB  T8N 7H5",36,780-720-8440
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (STURGEON HEIGHTS),"50 HOGAN ROAD RR1  STURGEON HEIGHTS SCHOOL  ST. ALBERT, AB  T8N 3X7",50,780-459-5498
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (WILD ROSE),"58 GRENFELL AVENUE  WILD ROSE SCHOOL  ST. ALBERT, AB  T8N 2Z9",44,780-720-8440
DAY CARE (FACILITY-BASED PROGRAM),SIGIS CHILD CARE SOCIETY (YOUVILLE),"9B ST. VITAL AVE  ST. ALBERT, AB  T8N 1K1",126,587-764-1124
DAY CARE (FACILITY-BASED PROGRAM),SILVER SPRINGS DAY CARE CENTRE,"7204 SILVERMEAD ROAD NW  CALGARY, AB  T3B 3V2",20,403-288-2586
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SILVER SPRINGS DAY CARE CENTRE,"7204 SILVERMEAD ROAD NW  CALGARY, AB  T3B 3V2",20,403-288-2586
DAY CARE (FACILITY-BASED PROGRAM),SILVER SPRINGS PRESCHOOL,"5720 SILVER RIDGE DRIVE NW  CALGARY, AB  T3B 5E5",40,403-288-2616
PRE-SCHOOL (FACILITY-BASED PROGRAM),SILVER SPRINGS PRESCHOOL,"5720 SILVER RIDGE DRIVE NW  CALGARY, AB  T3B 5E5",40,403-288-2616
DAY CARE (FACILITY-BASED PROGRAM),SISEM (DAYCARE) CENTRE,"11435 106 STREET  EDMONTON, AB  T5G 2P8",53,780-479-1090
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SISTER MARY PHILLIPS OUT OF SCHOOL PROGRAM,"177 DICKINS DRIVE  FORT MCMURRAY, AB  T9H 1M3",25,780-799-5720
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SKAZKA DAYCARE,"7315 DELWOOD ROAD  DELWOOD ELEMENTARY SCHOOL  EDMONTON, AB  T5C 3A9",25,780-504-8288
DAY CARE (FACILITY-BASED PROGRAM),SKAZKA DAYCARE,"7315 DELWOOD ROAD  DELWOOD ELEMENTARY SCHOOL  EDMONTON, AB  T5C 3A9",25,780-504-8288
DAY CARE (FACILITY-BASED PROGRAM),SKAZKA SOUTH DAYCARE,"10715 40 AVE  EDMONTON, AB  T6J 2G1",20,780-504-8288
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SKAZKA SOUTH DAYCARE,"10715 40 AVE  EDMONTON, AB  T6J 2G1",20,780-504-8288
DAY CARE (FACILITY-BASED PROGRAM),SKYVIEW DAYCARE,"14605 127 STREET NW  EDMONTON, AB  T6V 0N1",68,780-246-2212
DAY CARE (FACILITY-BASED PROGRAM),SKYVIEW EARLY LEARNING VILLAGE,"120 SKYVIEW RANCH DR. NE  CALGARY, AB  T3N 1S3",72,416-270-1759
PRE-SCHOOL (FACILITY-BASED PROGRAM),SMALL BUT MIGHTY PRESCHOOL INC.,"UNIT 17, 312 - 5 AVENUE WEST  COCHRANE, AB  T4C 2E3",24,403-923-9268
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SMART CHOICE DAYCARE,"12138 161 AVENUE  EDMONTON, AB  T5X 5M8",65,780-456-0888
DAY CARE (FACILITY-BASED PROGRAM),SMART CHOICE DAYCARE,"12138 161 AVENUE  EDMONTON, AB  T5X 5M8",65,780-456-0888
DAY CARE (FACILITY-BASED PROGRAM),SMART CHOICE DAYCARE AND O.S.C.,"11624 81 STREET  ST. ALPHONSUS SCHOOL  EDMONTON, AB  T5B 2S2",60,780-413-8303
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SMART CHOICE DAYCARE AND O.S.C.,"11624 81 STREET  ST. ALPHONSUS SCHOOL  EDMONTON, AB  T5B 2S2",60,780-413-8303
DAY CARE (FACILITY-BASED PROGRAM),SMART KIDS DAYCARE,"UNIT 30, 5315 - 17 AVENUE SE  FOREST HILLS PLAZA  CALGARY, AB  T2A 0W2",48,403-454-3660
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SMART KIDS DAYCARE,"UNIT 30, 5315 - 17 AVENUE SE  FOREST HILLS PLAZA  CALGARY, AB  T2A 0W2",48,403-454-3660
DAY CARE (FACILITY-BASED PROGRAM),SMART LITTLE PEOPLE LEARNING CENTRE,"9 EMBERSIDE LINK  COCHRANE, AB  T4C 3A9",48,403-981-0079
PRE-SCHOOL (FACILITY-BASED PROGRAM),SMART LITTLE PEOPLE LEARNING CENTRE,"9 EMBERSIDE LINK  COCHRANE, AB  T4C 3A9",48,403-981-0079
DAY CARE (FACILITY-BASED PROGRAM),SMART START DAYCARE,"2761 HEWES WAY NW  EDMONTON, AB  T6L 6N5",94,780-440-4483
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SMART START DAYCARE,"2761 HEWES WAY NW  EDMONTON, AB  T6L 6N5",94,780-440-4483
PRE-SCHOOL (FACILITY-BASED PROGRAM),SMITH PRESCHOOL,"1101 8TH AVENUE  SMITH, AB  T0G 2B0",24,780-829-3979
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOCIETE DE LA PREMATERNELLE LES P'TITS AMIS,"10715 131A AVE  ECOLE PERE-LACOMBE  EDMONTON, AB  T5E 0X4",16,780-473-8853
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOCIETE LA BICYCLETTE,"10 HAWKINS CRESCENT  ECOLE CLAUDETTE-ET-DENIS-TARDIF  SHERWOOD PARK, AB  T8A 3P2",49,780-405-1242
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOCIETE LA BICYCLETTE,"10 HAWKINS CRESCENT  ECOLE CLAUDETTE-ET-DENIS-TARDIF  SHERWOOD PARK, AB  T8A 3P2",49,780-405-1242
DAY CARE (FACILITY-BASED PROGRAM),SOCIETE LA BICYCLETTE,"10 HAWKINS CRESCENT  ECOLE CLAUDETTE-ET-DENIS-TARDIF  SHERWOOD PARK, AB  T8A 3P2",49,780-405-1242
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOCIETE PREMATERNELLE L'ARC-EN-CIEL,"4700 RICHARD ROAD SW  CALGARY, AB  T3E 6L1",40,403-240-2007
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOCIETY OF BLUE QUILL PLAYSCHOOL,"11304 - 25 AVENUE  EDMONTON, AB  T6J 5B1",18,780-257-9770
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOMERSET CHILD CARE,"5 SOMERSET CIRCLE SW  CALGARY, AB  T2Y 3P6",60,403-201-1819
DAY CARE (FACILITY-BASED PROGRAM),SOMERSET CHILD CARE,"5 SOMERSET CIRCLE SW  CALGARY, AB  T2Y 3P6",60,403-201-1819
DAY CARE (FACILITY-BASED PROGRAM),SONSHINE CHILDREN'S CENTRE,"NO ADDRESS  CALGARY, AB",28,403-705-3473
DAY CARE (FACILITY-BASED PROGRAM),SONSHINE DAYCARE,"5830 51 STREET  TOFIELD, AB  T0B 4J0",63,780-662-3415
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SONSHINE DAYCARE,"5830 51 STREET  TOFIELD, AB  T0B 4J0",63,780-662-3415
PRE-SCHOOL (FACILITY-BASED PROGRAM),SONSHINE PARK PRESCHOOL,"7 MCKENZIE TOWNE GATE SE  CALGARY, AB  T2Z 3W5",36,403-257-5360
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOULAR CHILD MONTESSORI FROEBEL DEVELOPMENT CENTRE,"925, 10 DISCOVERY RIDGE HILL SW  CALGARY, AB  T3H 5X2",24,587-968-1009
DAY CARE (FACILITY-BASED PROGRAM),SOULAR CHILD MONTESSORI FROEBEL DEVELOPMENT CENTRE,"925, 10 DISCOVERY RIDGE HILL SW  CALGARY, AB  T3H 5X2",24,587-968-1009
DAY CARE (FACILITY-BASED PROGRAM),SOUTH CALGARY MONTESSORI CHILD CARE LTD.,"105, 4720 - 106 AVENUE SE  CALGARY, AB  T2C 3G5",115,403-523-9889
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOUTH CALGARY MONTESSORI CHILD CARE LTD.,"105, 4720 - 106 AVENUE SE  CALGARY, AB  T2C 3G5",115,403-523-9889
DAY CARE (FACILITY-BASED PROGRAM),SOUTHFORK CHILDCARE,"102 SOUTHFORK DR, UNIT 102  LEDUC, AB  T9E 0E9",28,587-274-3339
DAY CARE (FACILITY-BASED PROGRAM),SOUTHFORT DAYCARE,"104-200 SOUTH RIDGE BLVD  FORT SASKATCHEWAN, AB  T8L 0P6",86,780-932-1741
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOUTHFORT DAYCARE,"104-200 SOUTH RIDGE BLVD  FORT SASKATCHEWAN, AB  T8L 0P6",86,780-932-1741
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOUTHGATE DAY CARE,"10633 51 AVE NW  EDMONTON, AB  T6H 0K8",65,780-752-2525
DAY CARE (FACILITY-BASED PROGRAM),SOUTHGATE DAY CARE,"10633 51 AVE NW  EDMONTON, AB  T6H 0K8",65,780-752-2525
DAY CARE (FACILITY-BASED PROGRAM),SOUTHPORT DAYCARE,"3528 EWING TRAIL SW  EDMONTON, AB  T6X 2X6",75,587-455-0888
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOUTHPORT DAYCARE,"3528 EWING TRAIL SW  EDMONTON, AB  T6X 2X6",75,587-455-0888
PRE-SCHOOL (FACILITY-BASED PROGRAM),SOUTHRIDGE PLAYSCHOOL KINDERGYM SOCIETY,"6310-50TH AVE  LLOYDMINSTER, AB  T9V 2C9",40,780-871-2345
DAY CARE (FACILITY-BASED PROGRAM),SOUTHSHORE CHILD CARE CENTER,"72046 SOUTHSHORE DR. E.  WIDEWATER, AB  T0G 2M0",24,780-369-3030
DAY CARE (FACILITY-BASED PROGRAM),SOUTHSIDE MOTHERS' DAY OUT,"7803 87 STREET  7708 85 STREET  EDMONTON, AB  T6C 3G6",99,780-414-6899
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SOUTHSIDE MOTHERS' DAY OUT,"7803 87 STREET  7708 85 STREET  EDMONTON, AB  T6C 3G6",99,780-414-6899
DAY CARE (FACILITY-BASED PROGRAM),SOUTHVIEW CHILD CARE,"3650 91 STREET  EDMONTON, AB  T6E 6P1",45,780-436-1823
PRE-SCHOOL (FACILITY-BASED PROGRAM),SPANISH CREATIONS ACADEMY INC.,"2830 MORLEY TRAIL NW  CALGARY, AB  T2M 4G7",24,403-618-0323
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPANISH CREATIONS ACADEMY INC.,"2830 MORLEY TRAIL NW  CALGARY, AB  T2M 4G7",24,403-618-0323
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPANISH MONTESSORI LEARNING CENTRE,"1215 - 3 AVENUE SOUTH  LETHBRIDGE, AB  T1J 0J7",105,403-524-3436
DAY CARE (FACILITY-BASED PROGRAM),SPANISH MONTESSORI LEARNING CENTRE,"1215 - 3 AVENUE SOUTH  LETHBRIDGE, AB  T1J 0J7",105,403-524-3436
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPARLING OSCAR,"5216 52 AVE.  CAMROSE, AB  T4V 0X4",27,780-679-4700
DAY CARE (FACILITY-BASED PROGRAM),SPEF LES PETITS CAILLOUX,"302 ELM AVE  JASPER, AB  T0E 1E0",16,306-223-1236
DAY CARE (FACILITY-BASED PROGRAM),SPORTS FOR KIDS,"12840 109 AVENUE  EDMONTON, AB  T5M 2E8",38,780-452-1266
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPORTS FOR KIDS,"12840 109 AVENUE  EDMONTON, AB  T5M 2E8",38,780-452-1266
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPORTS FOR KIDS (KATHERINE THERRIAN LOCATION),"15040 118 STREET  KATHERINE THERRIAN SCHOOL  EDMONTON, AB  T5X 1Y7",27,780-453-1266
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPORTS FOR KIDS CHAPPELLE,"5055 CHAPPELLE ROAD SW  EDMONTON, AB  T6W 3L5",95,780-452-1266
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPRINGBANK COTTAGE CHILDCARE LTD.,"244241 RANGE ROAD 33  CALGARY, AB  T3Z 2E8",91,403-242-1244
DAY CARE (FACILITY-BASED PROGRAM),SPRINGBANK COTTAGE CHILDCARE LTD.,"244241 RANGE ROAD 33  CALGARY, AB  T3Z 2E8",91,403-242-1244
PRE-SCHOOL (FACILITY-BASED PROGRAM),SPRINGBANK PLAYSCHOOL ASSOCIATION,"C32224 SPRINGBANK ROAD  CALGARY, AB  T3Z 2L9",20,403-240-9248
PRE-SCHOOL (FACILITY-BASED PROGRAM),SPRINGHILL COMMUNITY PRESCHOOL,"7730 106 STREET  QUEEN ALEXANDRA SCHOOL  EDMONTON, AB  T6E 4W3",18,780-433-4224
DAY CARE (FACILITY-BASED PROGRAM),SPRUCE GROVE DAYCARE,"115 MAIN STREET  SPRUCE GROVE, AB  T7X 3X2",110,780-960-3290
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),SPRUCE GROVE DAYCARE,"115 MAIN STREET  SPRUCE GROVE, AB  T7X 3X2",110,780-960-3290
PRE-SCHOOL (FACILITY-BASED PROGRAM),SPRUCE GROVE PLAYSCHOOL,"447 KING STREET  SPRUCE GROVE, AB  T7X 2J5",60,780-960-3729
PRE-SCHOOL (FACILITY-BASED PROGRAM),SPRUCE VIEW PLAYSCHOOL PROGRAM,"SPRUCE VIEW SCHOOL BOX 130  SPRUCE VIEW, AB  T0M 1V0",24,403-728-3459
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ST MARTIN'S OUT OF SCHOOL PROGRAM,"4314-54 A AVE  VEGREVILLE, AB  T9C 1C8",77,587-280-1550
DAY CARE (FACILITY-BASED PROGRAM),ST MARTIN'S OUT OF SCHOOL PROGRAM,"4314-54 A AVE  VEGREVILLE, AB  T9C 1C8",77,587-280-1550
PRE-SCHOOL (FACILITY-BASED PROGRAM),ST. ALBERT CREATIVE PRESCHOOL,"25230 TWP RD 542  STURGEON COUNTY, AB  T8T 1L8",22,780-418-7757
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ST. ALBERT DAY CARE CENTRE,"6 CUNNINGHAM ROAD  ST. ALBERT, AB  T8N 2E9",102,780-459-5380
DAY CARE (FACILITY-BASED PROGRAM),ST. ALBERT DAY CARE CENTRE,"6 CUNNINGHAM ROAD  ST. ALBERT, AB  T8N 2E9",102,780-459-5380
DAY CARE (FACILITY-BASED PROGRAM),ST. ALBERT MONTESSORI DAY CARE,"6 BERNARD DRIVE  ST. ALBERT, AB  T8N 0B4",70,780-418-0001
PRE-SCHOOL (FACILITY-BASED PROGRAM),ST. ALBERT MONTESSORI DAY CARE,"6 BERNARD DRIVE  ST. ALBERT, AB  T8N 0B4",70,780-418-0001
PRE-SCHOOL (FACILITY-BASED PROGRAM),ST. ALBERT NATURE SCHOOL (NORTHRIDGE SITE),"50 HOGAN ROAD  STURGEON HEIGHTS SCHOOL  ST. ALBERT, AB  T8N 3X7",20,780-718-0389
PRE-SCHOOL (FACILITY-BASED PROGRAM),ST. ALBERT NATURE SCHOOL (SAMBA),"215 STURGEON ROAD  ST. ALBERT, AB  T8N 3G1",24,780-232-2187
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ST. ANNE'S SCHOOL OUT OF SCHOOL CARE,"101 BRETT DRIVE  FORT MCMURRAY, AB  T9K 1V1",28,780-799-5700
